slug,title,asset_count,evidence_terms,representative_assets,reason_not_promoted,owner_decision,owner_notes
plushie-parrot,Plushie Parrot Coloring Pages,7,plushie parrot,chibi__chibi-plushie-parrot__a8078c56f1; holiday__holiday-birthday-celebration-plushie-parrot-family__2ca8325835; holiday__holiday-christmas-plushie-parrot-family__056b71cb83; holiday__holiday-halloween-costume-plushie-parrot-family__a09c99f6c4; mandala-geometry-patterns__mandala-geometry-patterns-plushie-parrot__9cf219a440; plushie__plushie-parrot__2c0898500e; plushie__plushie-parrot-family__bdc8900b4b,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-rat,Plushie Rat Coloring Pages,7,plushie rat,chibi__chibi-plushie-rat__170af4ef89; holiday__holiday-birthday-celebration-plushie-rat-family__b856fe2d39; holiday__holiday-christmas-plushie-rat-family__0f5f183a82; holiday__holiday-halloween-costume-plushie-rat-family__23726d52f3; mandala-geometry-patterns__mandala-geometry-patterns-plushie-rat__0e25169712; mandala-geometry-patterns__mandala-geometry-patterns-plushie-rat-animals__dd017e5223; plushie__plushie-rat__44e71c01f2,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-rooster,Plushie Rooster Coloring Pages,7,plushie rooster,chibi__chibi-plushie-rooster__0138040c27; holiday__holiday-birthday-celebration-plushie-rooster-family__c3df071a60; holiday__holiday-christmas-plushie-rooster-family__f89a1d7652; holiday__holiday-halloween-costume-plushie-rooster-family__2ed78e7fd5; mandala-geometry-patterns__mandala-geometry-patterns-plushie-rooster__84054ba036; plushie__plushie-rooster__9249cc68cf; plushie__plushie-rooster-family__272a2022e4,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-sea-anemone,Plushie Sea Anemone Coloring Pages,7,plushie sea anemone,chibi__chibi-plushie-sea-anemone__8034224dc6; holiday__holiday-birthday-celebration-plushie-sea-anemone-family__0c520eb792; holiday__holiday-christmas-plushie-sea-anemone-family__ec8bff6ea9; holiday__holiday-halloween-costume-plushie-sea-anemone-family__b99344c1e6; mandala-geometry-patterns__mandala-geometry-patterns-plushie-sea-anemone__746ceea317; plushie__plushie-sea-anemone__bcd201c1d4; plushie__plushie-sea-anemone-family__10812fde5d,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-sea-urchin,Plushie Sea Urchin Coloring Pages,7,plushie sea urchin,chibi__chibi-plushie-sea-urchin__ad4b7e0e8c; holiday__holiday-birthday-celebration-plushie-sea-urchin-family__e28e0992b5; holiday__holiday-christmas-plushie-sea-urchin-family__1df5fef643; holiday__holiday-halloween-costume-plushie-sea-urchin-family__9e1b5cf636; mandala-geometry-patterns__mandala-geometry-patterns-plushie-sea-urchin__d9a232b0ca; plushie__plushie-sea-urchin__dd4bdf5211; plushie__plushie-sea-urchin-family__89585b5a33,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-skunk,Plushie Skunk Coloring Pages,7,plushie skunk,chibi__chibi-plushie-skunk__0121e626c2; holiday__holiday-birthday-celebration-plushie-skunk-family__cf1b8b252c; holiday__holiday-christmas-plushie-skunk-family__7980917a6a; holiday__holiday-halloween-costume-plushie-skunk-family__60dc1c0856; mandala-geometry-patterns__mandala-geometry-patterns-plushie-skunk__be62484257; plushie__plushie-skunk__b9e524ff05; plushie__plushie-skunk-family__944dcc772e,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-snow-leopard,Plushie Snow Leopard Coloring Pages,7,plushie snow leopard,chibi__chibi-plushie-snow-leopard__e4b24383a1; holiday__holiday-birthday-celebration-plushie-snow-leopard-family__f904c879e7; holiday__holiday-christmas-plushie-snow-leopard-family__fc7559724d; holiday__holiday-halloween-costume-plushie-snow-leopard-family__f0d59d779b; mandala-geometry-patterns__mandala-geometry-patterns-plushie-snow-leopard__250129dbea; plushie__plushie-snow-leopard__1278ce67e3; plushie__plushie-snow-leopard-family__7fbcd334ee,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-star,Plushie Star Coloring Pages,7,plushie star,chibi__chibi-plushie-star-character__8c9cf0ed93; holiday__holiday-birthday-celebration-plushie-star-family__d8fcf4ce1c; holiday__holiday-christmas-plushie-star-family__0a464822bd; holiday__holiday-halloween-costume-plushie-star-family__32cd199720; mandala-geometry-patterns__mandala-geometry-patterns-plushie-star__4ffdba3279; plushie__plushie-star-character__a83668c989; plushie__plushie-star-family__e2b4662931,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-swan,Plushie Swan Coloring Pages,7,plushie swan,chibi__chibi-plushie-swan__e05dfd1ed0; holiday__holiday-birthday-celebration-plushie-swan-family__3e45e30773; holiday__holiday-christmas-plushie-swan-family__64ff0442f1; holiday__holiday-halloween-costume-plushie-swan-family__1385d69f48; mandala-geometry-patterns__mandala-geometry-patterns-plushie-swan__b41a5edb38; plushie__plushie-swan__22f056c840; plushie__plushie-swan-family__ef035606f5,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-toucan,Plushie Toucan Coloring Pages,7,plushie toucan,chibi__chibi-plushie-toucan__c8592eb783; holiday__holiday-birthday-celebration-plushie-toucan-family__a90847ef09; holiday__holiday-christmas-plushie-toucan-family__00d65e49e3; holiday__holiday-halloween-costume-plushie-toucan-family__455648e9d7; mandala-geometry-patterns__mandala-geometry-patterns-plushie-toucan__6d499656d8; plushie__plushie-toucan__b45bb8c059; plushie__plushie-toucan-family__f030fca00c,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-wolverine,Plushie Wolverine Coloring Pages,7,plushie wolverine,chibi__chibi-plushie-wolverine__563e484ab2; holiday__holiday-birthday-celebration-plushie-wolverine-family__a8f6e47bef; holiday__holiday-christmas-plushie-wolverine-family__dccfe09cf5; holiday__holiday-halloween-costume-plushie-wolverine-family__2c74f6730b; mandala-geometry-patterns__mandala-geometry-patterns-plushie-wolverine__0b95ed6496; plushie__plushie-wolverine__3a46b5d777; plushie__plushie-wolverine-family__14cdcafdfc,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-yak,Plushie Yak Coloring Pages,7,plushie yak,chibi__chibi-plushie-yak__71d8bf89d0; holiday__holiday-birthday-celebration-plushie-yak-family__b3e577fcf4; holiday__holiday-christmas-plushie-yak-family__0ef25323df; holiday__holiday-halloween-costume-plushie-yak-family__aa0823ce41; mandala-geometry-patterns__mandala-geometry-patterns-plushie-yak__03b59f6948; plushie__plushie-yak__e5eb8e9e0b; plushie__plushie-yak-family__275c7022ab,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
porsche,Porsche Coloring Pages,7,porsche,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-porsche__6b7f6eeed9; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-porsche-911__6fbd05e8b4; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-porsche-718-cayman__44127f27d1; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-porsche-cayenne__63bdc2b122; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-porsche-cayman__1e07266d06; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-porsche-panamera__a9b7e0109a; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-porsche-taycan-ev__91407a6673,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
pumpkin-chibi,Pumpkin Chibi Coloring Pages,7,pumpkin chibi,chibi__chibi-holiday-halloween-black-cat-peeking-out-of-pumpkin-coloring-page__c47ea723e5; chibi__chibi-holiday-halloween-ghost-peeking-from-pumpkin-coloring-page__55ab382228; chibi__chibi-holiday-halloween-halloween-market-stall-with-pumpkins-coloring-pa__31885be148; chibi__chibi-holiday-halloween-jack-o-lantern-stack-of-three-pumpkins-coloring-__a26d735941; chibi__chibi-holiday-halloween-pumpkin-patch-with-family-picking-pumpkins-color__01c2f0ce30; chibi__chibi-holiday-halloween-trick-or-treat-doorstep-with-carved-pumpkins-col__764a39620c; chibi__chibi-plushie-pumpkin__62940acc20,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
rhinoceros,Rhinoceros Coloring Pages,7,rhinoceros,anime-girls__anime-girl-summoning-jutsu-woolly-rhinoceros__ed5032bc71; anime-girls__anime-girl-summoning-jutsu-woolly-rhinoceros-plushies__065924f18f; chibi__chibi-woolly-rhinoceros__5ce477e2ea; insects__insects-rhinoceros-beetle__7238f85c1d; insects__insects-rhinoceros-beetle-with-horn__187047cbc6; mandala-geometry-patterns__mandala-geometry-patterns-insects-rhinoceros-beetle__abbf9e3805; dinosaurs__prehistoric-woolly-rhinoceros__a0c7501433,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
rooster,Rooster Coloring Pages,7,rooster,chibi__chibi-plushie-rooster__0138040c27; holiday__holiday-birthday-celebration-plushie-rooster-family__c3df071a60; holiday__holiday-christmas-plushie-rooster-family__f89a1d7652; holiday__holiday-halloween-costume-plushie-rooster-family__2ed78e7fd5; mandala-geometry-patterns__mandala-geometry-patterns-plushie-rooster__84054ba036; plushie__plushie-rooster__9249cc68cf; plushie__plushie-rooster-family__272a2022e4,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
snow-leopard,Snow Leopard Coloring Pages,7,snow leopard,chibi__chibi-plushie-snow-leopard__e4b24383a1; holiday__holiday-birthday-celebration-plushie-snow-leopard-family__f904c879e7; holiday__holiday-christmas-plushie-snow-leopard-family__fc7559724d; holiday__holiday-halloween-costume-plushie-snow-leopard-family__f0d59d779b; mandala-geometry-patterns__mandala-geometry-patterns-plushie-snow-leopard__250129dbea; plushie__plushie-snow-leopard__1278ce67e3; plushie__plushie-snow-leopard-family__7fbcd334ee,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
snowy,Snowy Coloring Pages,7,snowy,birds__birds-snowy-owl__7d1c01520f; christmas__holiday-christmas-angel-holding-candle-in-snowy-night-coloring-page__fde31c074f; christmas__holiday-christmas-christmas-candle-in-lantern-on-snowy-porch-coloring-pa__666c70174b; christmas__holiday-christmas-christmas-village-with-snowy-houses-coloring-page__b297f1c694; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-arctic-train-on-snowy-ice-r__f87dc94339; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-train-passing-through-snowy__cf12022ea2; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-train-passing-through-snowy__5b3432cf1c,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
speed,Speed Coloring Pages,7,speed,mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-chinese-high-speed-crh-trai__4d8766c6dc; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-french-tgv-high-speed-train__9e03f0fcc7; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-german-ice-high-speed-train__0856777127; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-high-speed-bullet-train-at-__ab0e0253c0; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-high-speed-bullet-train-cro__130d98c162; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-high-speed-bullet-train-lea__a45395998c; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-high-speed-bullet-train-on-__5e359d2a25,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
spell,Spell Coloring Pages,7,spell,anime-girls__anime-girl-magical-spell__823830b324; chibi__chibi-dungeon-wizard-casting-spell__60bcc3c082; fantasy__fantasy-mage-ice-spell__7205982d1f; fantasy__fantasy-magic-portal-spell-book__1639eb1c99; fantasy__fantasy-owl-spell-tome__646d7130aa; fantasy__fantasy-summoned-owl-spell-tome__61a4188d0a; flowers__flowers-spell-book-featuring-forget-me-not-ingredient__99d0d94f99,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
sports,Sports Coloring Pages,7,sports,anime-girls__anime-girl-snowboarding-sports__604e8c7cb3; anime-girls__anime-girl-soccer-sports__aff494ee11; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-lamborghini-sports-car__f5e4def2b4; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-sports-car__cc36617473; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-electric-sports-car__63aa3a648e; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-electric-sports-car-charging__545b0f228c; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-electric-sports-car-driving__25704f3b69,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
underground,Underground Coloring Pages,7,underground,anime-girls__anime-girl-mining-underground__c154f6f65e; anime-girls__anime-girl-mining-underground-digging__4abdb05aeb; anime-girls__anime-girl-underground-rebellion__0c888e1484; chibi__chibi-dungeon-underground-waterfall__70a96590ec; mandala-geometry-patterns__mandala-geometry-patterns-cave-underground-river-scene__65bc88523d; mandala-geometry-patterns__mandala-geometry-patterns-cave-underground-waterfall__0b9ece3cb8; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-subway-train-entering-under__751f7bb691,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
unicorn-holiday,Unicorn Holiday Coloring Pages,7,unicorn holiday,holiday__holiday-birthday-celebration-plushie-unicorn-family__c06ba90537; holiday__holiday-birthday-celebration-unicorn__ee9efd1d1a; holiday__holiday-birthday-plushie-unicorn-family__660a1ea2cc; holiday__holiday-christmas-plushie-unicorn__765058b747; holiday__holiday-christmas-plushie-unicorn-family__5e6cd88bbd; holiday__holiday-halloween-costume-plushie-unicorn-family__30ee11dcbf; holiday__holiday-halloween-plushie-unicorn-family__9711dca993,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
village,Village Coloring Pages,7,village,fantasy__fantasy-mushroom-village__d190709504; fantasy__fantasy-mushroom-village-little-fox__0ea98d8d42; christmas__holiday-christmas-christmas-village-market-with-stalls-coloring-page__a06efe72af; christmas__holiday-christmas-christmas-village-with-snowy-houses-coloring-page__b297f1c694; christmas__holiday-christmas-gingerbread-city-village-with-candy-streets-coloring-p__c3fff62b55; christmas__holiday-christmas-winter-ice-skating-rink-in-village-square-coloring-pag__2314a178ce; holiday__holiday-halloween-witch-flying-over-haunted-village-coloring-page__9eb92bda25,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
walking,Walking Coloring Pages,7,walking,anime-girls__anime-girl-samurai-walking-across-rainy-battlefield__fdcba462ab; anime-girls__anime-girl-walking-dogs__9ed6538012; anime-girls__anime-girl-walking-dogs-in-park__694f16a874; chibi__chibi-holiday-halloween-mummy-walking-with-bandages-loose-coloring-page__3d7b5dcceb; chibi__chibi-holiday-halloween-zombie-walking-with-pumpkin-bucket-coloring-page__0d47fdf121; holiday__holiday-halloween-mummy-walking-with-bandages-loose-coloring-page__180f3db01b; mandala-geometry-patterns__mandala-geometry-patterns-prehistoric-diplodocus-walking__6fdf44df40,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
